"data","tipo_refeicao","Segunda-Feira 10/11/2025","Terça-Feira 11/11/2025"
"2025-11-09_08:18:05.055342","Café da manhã","Pão hot-dog ou integral com queijo 
Opção vegana: pão hot-dog ou integral com patê de cenoura 
Maçã","Pão francês ou integral com ovos mexidos 
Opção vegana: pão francês ou integral com homus 
Mamão"
"2025-11-09_08:18:05.055342","Almoço","Bife acebolado 
Opção vegana: lentilha ao sugo 
Virado de couve 
Saladas de folhosa  e cenoura ralada 
Molho para saladas: molho mostarda 
Laranja","Frango ao molho de laranja 
Opção vegana: batata recheada com feijão 
Ratatouille 
Saladas de folhosa  e chuchu com tempero verde 
Molho para saladas: vinagrete 
Pudim romeu e julieta"
"2025-11-09_08:18:05.055342","Jantar","Frango assado 
Opção vegana: berinjela à rolê com pasta de feijão branco 
Creme de milho 
Saladas de folhosa  e tomate 
Molho para saladas: vinagrete","Picadinho à jardineira 
Opção vegana: abobrinha recheada com creme de ervilha 
Sopa de legumes com macarrão 
Saladas de folhosa  e cenoura com vagem 
Molho para saladas: vinagrete"
